PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_cat
796,0,2,male,39,0,0,13,S,3
797,1,1,female,49,0,0,25.9292,S,4
798,1,3,female,31,0,0,8.6833,S,3
799,0,3,male,30,0,0,7.2292,C,3
800,0,3,female,30,1,1,24.15,S,3
801,0,2,male,34,0,0,13,S,3
802,1,2,female,31,1,1,26.25,S,3
803,1,1,male,11,1,2,120,S,1
804,1,3,male,0.42,0,1,8.5167,C,1
805,1,3,male,27,0,0,6.975,S,3
806,0,3,male,31,0,0,7.775,S,3
807,0,1,male,39,0,0,0,S,3
808,0,3,female,18,0,0,7.775,S,2
809,0,2,male,39,0,0,13,S,3
810,1,1,female,33,1,0,53.1,S,3
811,0,3,male,26,0,0,7.8875,S,3
812,0,3,male,39,0,0,24.15,S,3
813,0,2,male,35,0,0,10.5,S,3
814,0,3,female,6,4,2,31.275,S,1
815,0,3,male,30.5,0,0,8.05,S,3
817,0,3,female,23,0,0,7.925,S,2
818,0,2,male,31,1,1,37.0042,C,3
819,0,3,male,43,0,0,6.45,S,4
820,0,3,male,10,3,2,27.9,S,1
821,1,1,female,52,1,1,93.5,S,4
822,1,3,male,27,0,0,8.6625,S,3
823,0,1,male,38,0,0,0,S,3
824,1,3,female,27,0,1,12.475,S,3
825,0,3,male,2,4,1,39.6875,S,1
828,1,2,male,1,0,2,37.0042,C,1
831,1,3,female,15,1,0,14.4542,C,1
832,1,2,male,0.83,1,1,18.75,S,1
834,0,3,male,23,0,0,7.8542,S,2
835,0,3,male,18,0,0,8.3,S,2
836,1,1,female,39,1,1,83.1583,C,3
837,0,3,male,21,0,0,8.6625,S,2
839,1,3,male,32,0,0,56.4958,S,3
841,0,3,male,20,0,0,7.925,S,2
842,0,2,male,16,0,0,10.5,S,2
843,1,1,female,30,0,0,31,C,3
844,0,3,male,34.5,0,0,6.4375,C,3
845,0,3,male,17,0,0,8.6625,S,2
846,0,3,male,42,0,0,7.55,S,4
848,0,3,male,35,0,0,7.8958,C,3
849,0,2,male,28,0,1,33,S,3
851,0,3,male,4,4,2,31.275,S,1
852,0,3,male,74,0,0,7.775,S,4
853,0,3,female,9,1,1,15.2458,C,1
854,1,1,female,16,0,1,39.4,S,2
855,0,2,female,44,1,0,26,S,4
856,1,3,female,18,0,1,9.35,S,2
857,1,1,female,45,1,1,164.8667,S,4
858,1,1,male,51,0,0,26.55,S,4
859,1,3,female,24,0,3,19.2583,C,2
861,0,3,male,41,2,0,14.1083,S,4
862,0,2,male,21,1,0,11.5,S,2
863,1,1,female,48,0,0,25.9292,S,4
865,0,2,male,24,0,0,13,S,2
866,1,2,female,42,0,0,13,S,4
867,1,2,female,27,1,0,13.8583,C,3
868,0,1,male,31,0,0,50.4958,S,3
870,1,3,male,4,1,1,11.1333,S,1
871,0,3,male,26,0,0,7.8958,S,3
872,1,1,female,47,1,1,52.5542,S,4
873,0,1,male,33,0,0,5,S,3
874,0,3,male,47,0,0,9,S,4
875,1,2,female,28,1,0,24,C,3
876,1,3,female,15,0,0,7.225,C,1
877,0,3,male,20,0,0,9.8458,S,2
878,0,3,male,19,0,0,7.8958,S,2
880,1,1,female,56,0,1,83.1583,C,4
881,1,2,female,25,0,1,26,S,2
882,0,3,male,33,0,0,7.8958,S,3
883,0,3,female,22,0,0,10.5167,S,2
884,0,2,male,28,0,0,10.5,S,3
885,0,3,male,25,0,0,7.05,S,2
886,0,3,female,39,0,5,29.125,Q,3
887,0,2,male,27,0,0,13,S,3
888,1,1,female,19,0,0,30,S,2
890,1,1,male,26,0,0,30,C,3
891,0,3,male,32,0,0,7.75,Q,3
